aiddata_id	donor	sector	title	short_description	long_description	aiddata_activity_code	codeRule_characterLength
2410538	African Development Bank (AFDB)		Realignment of the Congo-Ocean-Railway		A loan of U.A. 5 million repayable over 16 years including a 4-year grace period was extended to the Agence Transcongolaise de Communication (ATC) to finance part of the foreign exchange costs for the realignment of the Congo-Ocean-Railway. The loan will cover about 87 per cent of total foreign exchange costs required for financing the supply of rails and ballast materials as a separate component in the overall programme.	21030.02 	466
635648	African Development Bank (AFDB)		Mahe International Airport		The project aims at rehabilitating the Mahe International Airport which was damaged during a mercenary attack in 1981. The main components of the rehabilitation project are repair works on the airport buildings and replacement of equipment. The ADB loan will finance 74.3 per cent of the foreign exchange costs and 33.0 per cent of the local costs.	21050.02|21050.01 	377
2390399	African Development Bank (AFDB)		HIPCs Debt Relief		Help reduce Guinea Bissau's external debt to sustainable levels and encourage the use of debt relief savings for poverty reduction.	60030.01 	151
92260834	African Development Bank (AFDB)		Urban Water Supply and Sewerage Schemes	<br>	In March, the Board of Directors approved a loan of US $230,000 to the Government of the Republic of Uganda to finance the foreign exchange content of an economic and technical study related to the supply or erection of pipe water and sewerage systems in seventy-three urban centres. The estimated total cost of the study is US $310,000 and will include:<div><ul><li>(a) the preparation of a 20 - year master plan for the development of water supply and sewerage disposal schemes in seventy-three urban centres:</li><li>(b) the preparation of detailed engineering designs and tender documents for schemes which appear to be viable and to determine priority; and</li><li>(c) study organization and methods with a view to establishing a national organization to supervise and operate water and sewerage systems in urban centres.</li></ul></div>	43030.05|14020.04 	888
2410826	African Development Bank (AFDB)		Line of Credit to the Banque Nationale de Developpement (BND) of Upper Volta		The project involves the granting of a new line of credit of U.A. 2 million to the Banque Nationale de Developpement (BND) of Upper Volta. The line of credit will help BND to finance part or all of the foreign exchange costs of equipment meant for industrial projects covering the period 1975-1977.	32191.03|24030.03|32120.03 	377
40527471	African Development Bank (AFDB)		Equity Participation in the Banque Congolaise de l’Habitat (BCH)	<br>	"<span style=""font-weight: bold;"">Objective</span>: To strengthen the expansion of the housing industry, increase the social housing supply, and improve the supply of banking products.<br><span style=""font-weight: bold;"">Expected Outcomes:</span> By 2014: <br>(i) 5,000 active customers including at least 1,000 women; <br>(ii) EUR 95.5 million loan portfolio; <br>(iii) creation of at least 160 permanent jobs and 11,250 temporary jobs (of which 80 percent for unskilled workers and 15 percent for women); <br>(iv) at least 3,750 housing units delivered; and <br>(v) at least 50 SMEs financed (particularly in the construction sector).<br>"	42010.01|16030.02|24030.02|32130.01|24030.01|16020.01 	718
1964645	African Development Bank (AFDB)		Rural Electrification		Ethiopia is endowed with plenty of cheap hydro-electric energy potential.  The project aims at exploiting this, thereby reducing the need for imported fossil fuels.  The loan will part-finance the extension of ICS transmission network an the expansion of corresponding distribution network as well as the expansion of the pole impregnation factory.  The project is co-financed with NTF.	23040.02|23040.03|23030.02 	410
635599	African Development Bank (AFDB)		Fourth line of credit to the Development Bank of Mauritius		The fourth line of credit to the Development Bank of Mauritius (DBM) will be used to finance the foreign exchange components of viable, new projects as well as those of old projects in the following sectors: industry, tourism, agro-industry, and industrial buildings. The ADB line of credit will help strengthen the DBM's role in transforming the Mauritius economy.	15110.05|32120.06|24030.03|32105.01|32120.03|32191.03|33210.01 	426
40831895	African Development Bank (AFDB)		Equity Investment in Summit Development Group (SDG) Fund	<br>	"<span style=""font-weight: bold;"">Objective: </span><br>To enhance the ability of SDG Investee Financing Institutions (FIs) to support SMEs. <span style=""font-weight: bold;"">Expected Outcomes: </span><br>(i) Increased financing to investee FIs: US$ 116 million equity invested in investee FIs and US$ 278 million leveraged in loans for investee FIs over 10 years; (ii) improved investee FI performance: 15 percent profit growth and 29 percent asset growth of investee FIs over 10 years; (iii) over 4,000 jobs created at SDG and investee FI levels and about 1 million jobs at SME level (40-50 percent for women); (iv) 120,000 new SMEs access financing from investee FIs over the Fund life; and (v) over 2,000 housing mortgages and 4000 housing upgrade loans are granted to previously underserved individuals by investee FIs over the life of the Fund.<br>"	24030.02|16020.02|25010.08|24030.01 	921
2390356	African Development Bank (AFDB)		Integrated Agriculture Development Program for Gafsa		Preserve and protect the soil and water resources and develop the lands thus recovered through improved agro-pastoral techniques to increase agriculture and livestock production and also to increase the revenues of farmers in the Governorate of Gafsa. The project will be completed over a period of 5 years and will be co-financed by the ADB, the Government of Tunisia and other national institutions. The ADF loan represents 69.2 percent of the total cost of the project.	31120.01|14015.01|31130.02|31130.01|31120.08|31140.01 	527
2410580	African Development Bank (AFDB)		Supplementary Loan for financing the first Three-Year phase of a ten-year telecommunications expansion and modernization programme		The purpose of the loan is to supplement the previous one of U.A. 1.5 million approved in November 1972 in order to meet the additional cost of the first Three-Year Phase of its Ten-Year telecommunications expansion and modernization programme. The supplementary loan will help in meeting the foreign exchange component of the increased cost of the project which has resulted from the rapid world inflation	22020.01 	539
2410588	African Development Bank (AFDB)		Line of Credit to the Banque Nationale de Developpement Economique du Burundi 		The project consists of the opening of a line of credit to the Banque Nationale de Developpement du Burundi to finance the construction of a first-class international 150-bedroom hotel in Bujun bura and the implementation of various small scale agricultural and industrial projects	31105.01|32105.01|33210.02 	362
1964650	African Development Bank (AFDB)		Rural Electrification in Southern Tunisia 		The loan is to finance the provision of electricity to SFAX and GAFSA rural areas.  It will part-finance the construction of new lines, transformer sub-stations, consumer service lines, the purchase of vehicles and engineering and supervision by STEG.  It will also part-finance the extension of the sub-station in Metlaoni and the construction of regional offices and purchase of office equipment.	23020.01|23040.03|23040.02|23040.01|23010.03 	443
1964383	African Development Bank (AFDB)		Ouesso Oil Palm		This project is aimed at the rehabilitation of old plantations, establishment of new ones on an industrial scale and renovation of the existing palm oil mill in the Ouesso region.  The project is expected to raise palm oil production from the current level of 3,000 tons to 6,000 tons per year and produce 1,600 tons of palm kernel oil.	31120.03|32120.06|31120.07|32120.02 	354
2410416	African Development Bank (AFDB)		Shrimp Fishing (SOCIAA)		The project aims at diversifying an existing fish market business. It involves the purchase of seven trawlers with refrigerating plants on board. Total annual output at full capacity is expected to be 1,410 tonnes of fish to be sold in the local market, and 778  tonnes of shrimps for the European market. The principal economic benefits of the project are the generation of significant foreign exchange earnings, as well as employment creation. The project will be cofinanced by various local banks in the amount of UA 1.77 million. ADB financing represents about 33.4 per cent of the total project cost.	31330.03|31391.04|31391.05 	631
58	African Development Bank (AFDB)		Telecommunications II		The project is intended to improve the quality of services of the network, as well as increase the telephone penetration rate from 1.5 percent to 3.8 percent and the telephone density from 0.3 subscription lines per 100 inhabitants to 0.7 subscription lines per 100 inhabitants, as well as raise the level of demand satisfaction from the current 37 per cent to 50 per cent by the year 1996. The project consists of the provision and installation of eight new digital exchanges, four optical fibre systems for the junction network in Dar-es-Salaam, a digital microwave radio system, external line plants, the procurement of vehicles and a training component. The project will be co-financed by the SlDA (UA 1.77 million) and the ADF. The ADB loan will be used to finance 33.1 percent of the project's foreign exchange costs.	22081.01|22020.01|22020.02 	847
2410515	African Development Bank (AFDB)		LOC to Banque de L'Habitat (BH)		(i)Finance the establishment, extension, or renovation of subprojects principally in the industry and tourism subsectors, (ii) consolidate BH's long-term resources to improve the institution's capacity for long-term resource mobilization and environmental risk management. The LOC will be executed over a 4-year period and will be financed by ADB.	33210.01|24030.02|41005.01|32105.01 	381
2410589	African Development Bank (AFDB)		Extension of power distribution network in the coastal area of Dahomey		The project consists of the extension and improvement of the 15 kV and 380/220 volt distribution system In the coastal area of Dahomey, notably in the cities of Cotonou, Porto Novo, Ouidah and Abomey Cals	23040.03|23040.02 	277
1964531	African Development Bank (AFDB)		The ONATRA Project		The project aims at improving the transport network in the Republic of Zaire to meet the increase in traffic as well as at improving the transportation capacity and operational efficiency Of the National Transport Authority (ONATRA). This will be achieved by continuing the Matadi-Kinshasha railway line renovation programme, modernizing the river transport network, and carrying out the full training of ONATRA staff. ABEDA, IDA, and KFW were participants to the financing of the project. The ADB loan will be used to finance the entire foreign exchange cost for procuring six 1,000 HP tugs and an oxyacetylene plant.	21040.04|21030.02|21081.01 	639
635684	African Development Bank (AFDB)		Electricity II		The aim of the project is to supply electricity to nine rural centres in the east of Zimbabwe, located in a rich farming region with growth and development potential, by extending the national network; meet ever-growing demand by reinforcing and extending the network to areas east and north of the Zimbabwe Electricity Supply Authority. To achieve these objectives, the project will construct several kilometres of overhead lines, low-tension lines and many distribution networks and sub-stations, as well as enable the procurement of miscellaneous materials and equipment. The project is co-financed with the BADEA (UA 7.03 million) and the ADF. The ADB loan will be used to finance 36.5 per cent of the total cost.	23040.02|23040.03|23040.01 	734
2390364	African Development Bank (AFDB)		Damietta Power Plant Project		The objective of the project is to meet economically the expected power shortfall in the country through the construction of a power plant. The main components of the project are the construction of civil works, the procurement of gas and steam turbine generators; the installation of heat recovery boilers, mechanical/electrical works and transmission lines; and the provision of consultancy services.The co-financier of the project is the IBRD (UA 135.65 million).  The ADB loan will be used to finance 43.2 percent of the foreign exchange cost of the project.	23020.03|23040.03|23020.06 	593
9	African Development Bank (AFDB)		Agricultural Sector Adjustment Programme II	<br>	The Agricultural Sector Adjustment Program, which falls within the scope of the second phase of the Agricultural Adjustment Program, aims at improving the efficiency of Kenyan agriculture so as to stimulate the growth of export revenues, creating new job opportunities and maintaining the country's self-suffiency in staple food commodities. The Agricultural Sector Program will be co-financed with IDA (UA 53.86 million), the Government of Netherlands (UA 4.16 million), the Government of the United Kingdom (UA 13.55 million), Kreditanstalt fur Wiederaufban (UA 13.64 million), the Government of Japan, and the ADF. The Bank Group contribution will be primarily oriented towards the reforms to be implemented in the maize and dairy sub-sectors, towards the fertilizer imports component of public expenditure management, and towards support to vulnerable groups. The ADF/TAF grant will be used to provide institutional support to the Ministry of Agriculture and Animal Production and the Central Statistics Office.	31110.02|31110.05|31110.03|31120.06 	1065
40527394	African Development Bank (AFDB)		Liberia Bank for Development and Investments (LBDI)	<br>	"<span style=""font-weight: bold;"">Objective</span>: To increase available credit for onlending to SMEs and other key sectors to boost productive capacity, support Liberia’s economic revival, and reduce poverty.<br><span style=""font-weight: bold;"">Expected Outcomes:</span> <br>(i) Better access to affordable long-term credit to SMEs; <br>(ii) improved environmental and social compliance of projects; and <br>(iii) increased productive capacity of beneficiary entities.<br>"	25010.08|24030.02|32130.01|25010.03|24030.03|51010.04 	539
635663	African Development Bank (AFDB)		Conakry drinking water project		The project's aims are the establishment of a new institutional framework for water supply in the urban zone, which will facilitate the rational functioning and development of the water sector; and rehabilitation and improvement of water supply to Conakry, which should provide the revenue base of the new institutions. The project is co-financed with IDA (UA 30.59 million) , CCCE (UA 12.92 million), EIB ( UA 7.80 million), and ADF and NTF. The ADB loan will be used to finance 9.1 per cent of the foreign exchange cost of the project.	14010.01|14020.04 	570
2411271	African Development Bank (AFDB)		Tenke Fungurume Copper & Cobalt Project		Objective: Support the mining of cobalt, thereby contributing to sociocultural and economic development of the Katanga region. Promote sustainable development in the DRC using the mining sector as an engine of growth.  Expected Outcomes: Enhanced copper and cobalt recovery. Increased FDI flows. Increased local enterprise development and employment generation. Enhanced government stakeholder revenues. Enhanced infrastructure development in the project area. Increased support for the Community Development Fund.	32220.04|32220.05 	556
17	African Development Bank (AFDB)		Savannah Sugar Rehabilitation	<br>	The project seeks to prevent the deterioration of the Savannah sugar complex and increase production of refined white sugar from around 20,000 to 50,000 tonnes per year, and of molasses from around 9,000 to 22,100 tonnes per year by the 1997/1998 crop year. To achieve these results, 5,670 irrigated ha of the existing complex will be rehabilitated. Cropping and irrigation methods will be improved and new machinery provided to increase yields. The existing plant will be rehabilitated to increase its crushing capacity to 4,000 tonnes of cane per day. Technical assistance and training will be provided to ensure the smooth implementation of the project and management of the complex. The project is co-financed with the ADF. The ADB loan will be used to finance 87.6 per cent of the foreign exchange cost of the project.	31120.07|32120.06|31150.04|31140.02 	859
635612	African Development Bank (AFDB)		Cocoa Rehabilitation		The aim of the project is to provide support for government initiatives and future plans of implementing policy reforms geared towards reversing the decline of the country's cocoa production; realize over the medium-term the potential for improved cocoa production; increase and sustain cocoa yield and production; and reduce rural poverty and improve the quality of life in the cocoa-growing areas. The project involves the provision of machinery, equipment and vehicles, technical assistance, construction and rehabilitation of buildings and provision of farm inputs. Co-financiers of the project are, IDA (UA 31.26 million), ODA (UA 9.21 million) and the ADF. The ADB loan will be used to finance 30.9 per cent of the foreign exchange cost of the project.	31120.07|31120.05|31150.01|31150.04|31110.02 	781
2410618	African Development Bank (AFDB)		Electricity Distribution Network Rehabilitation Project (Electricity VII)		Meet the country's electricity demand at least-cost under the most reliable and safe conditions and contribute to the competitiveness of companies and the economy by upgrading and modernizing power infrastructure. The project will be implemented over a 3-year period and will be financed by ADB and the Societe Tunisienne de I'Electricite et du Gaz (STEG). The ADB loan represents 90.4 percent of the total cost.	23040.02|23040.01 	488
2385113	African Development Bank (AFDB)		Rural Electrification Project		The project is intended mainly to supply electricity to rural areas in the Southern Tunisia Governorates of Medenine, Gabes, Gafsa and Tozeur. This will involve power connections to 15,750 households, 360 bore-holes and 12 tube wells for irrigation purposes. The ADB loan will finance the entire foreign exchange cost.	23040.02|23005.01 	350
2411080	African Development Bank (AFDB)		Mahdia Rural Development Project		The second phase of the Mahdia Rural Development Project aims at consolidating the achievement of the first phase and at continuing the development of natural potentialities of the hinterland through limited extensions in the following components:   i) extension of tree plantations (almond trees, pistachio trees) by over 2.000 ha; ii) preservation of land (water and soil conservation, hill side lakes) and improvement of irrigation infrastructure to permit the irrigation of nearly 1.040 ha (market gardening, fodder): iii) development of cattle, sheep and camel raising through the improvement of pastures and the development of fodder crops in irrigated farms; and iv) improvement of rural tracks and drinking water supply in areas without any. The ADB loan will be used to finance 40.4 per cent of the total cost of the project.	31140.02|14020.01|31120.08|21020.02|14030.02|31220.02|31140.01|31130.01|31120.06 	869
2411269	African Development Bank (AFDB)		Equity Participation in Atlantic Coast Regional Fund Limited (ACRF)		Objective: Assist in fostering capital market development with the ultimate objective of poverty reduction. Expected Outcomes: Deepened financial market resulting in increased investments, establishment of productive enterprises, increased employment generation, and increase in tax-based revenues for Government.	24010.04 	383
2411259	African Development Bank (AFDB)		HIPC Debt Relief		Objective: Help reduce Congo’s external debt to sustainable levels and encourage the use of the savings made under debt alleviation for poverty reduction activities.	60010.01|60030.01 	186
43	African Development Bank (AFDB)		Fifth Drinking Water Supply		The objective of the project is to meet drinking water requirements for 9 towns which are experiencing shortages due to population growth and a decline in the yield of existing installations (bore-holes, wells and springs). It is expected that requirements will be met by the years 1998, for Fes, Meknes and Oujda; 2000, for Khemisset and Tiflet; 2003 for Berkane; and 2005 for Settat, Berrechid and Rabat-Sale. The first loan will be used to finance 54.4 per cent, and the second loan, 4.1 per cent, of the total cost of the project. 	14020.01 	565
2410887	African Development Bank (AFDB)		Reconstruction of lbadan-llorin Highway		The project has the following objectives: i) to increase carriageway capacity and increase time-saving on the project road; ii) to reduce vehicle operating costs; iii) to reduce accident rates on the highway; and iv) to increase the overall efficiency of road transport. The project provides for i) the construction of a four lane divided asphalt concrete surfaced road, 7.3 m  wide in each direction over a total length of 136 km between lbadan and llorin; and ii) the construction of  twenty bridges and four urban interchanges with spans ranging from 19 m to 84 m. The ADB loan will be used in financing the entire foreign exchange cost of the project.	21020.02 	697
2411213	African Development Bank (AFDB)		Emergency Assistance to Support Government Initiatives on Combating Avian Influenza		Support for the fight against avian influenza in Nigeria. The assistance aims to strengthen national capacity to maintain functional laboratories and to prepare long-term plans and programs to contain and control the spread of the pandemic.	12250.02 	326
2411257	African Development Bank (AFDB)		Ninth Drinking Water Supply & Sanitation Project		Objective: Sustainably improve rural water supply, notably in the provinces of Kénitra, Chefchaouen,  Settat and Azilal; improve waste water management in the province of Khouribga. The project will focus  on improving access to drinking water for rural populations, drinking water distribution, and gray water  management in rural areas; waste water treatment in Khouribga, Oued Zem, and Boujaad, and technical  assistance and support for project implementation.  Expected outcomes: Over 350,000 inhabitants in the provinces concerned have access to drinking  water supply, and management of their waste water improved; collection and treatment of waste water  discharged by an estimated urban population of 300 000 inhabitants.  Cofinanciers: ONEP and beneficiary Councils (UA 34.59 million).	14010.02|14020.05|14020.04|14020.03 	846
2411251	African Development Bank (AFDB)		Humanitarian Emergency Assistance to Fight Against the Cholera Epidemic		Assistance to improve early response to cases and develop health prevention and promotion activities. The assistance comprised 2 components: strengthening technical and material capacities for rapid treatment of cases and social mobilization, and raising the awareness of populations to control the spread of the epidemic.	12261.03|12250.02 	396
2390311	African Development Bank (AFDB)		Kosti-Umm Ruwaba Road Project		The project aims at stimulating economic activity in and around the impact area by improving communications to and from the Western part of the country through an efficient all-weather road link between Kosti and Umm Ruwaba. The main components of the project are the construction of a 166 km long two-lane bituminous - surfaced road and provision of consultancy services for the supervision and inspection of works.Co-financiers of the project are NORAD(UA 2.34 million), USAID (UA 14.15 million) and the ADF. The ADB loan will be used to finance 32.0 percent of the foreign exchange cost of the project.	21020.02|21020.01 	637
2389569	African Development Bank (AFDB)		Emergency Food Aid to Drought-Affected Victims		The Bank’s assistance will help alleviate the suffering of the 2005 drought-affected communities. It will provide food to targeted vulnerable individuals and households, with the primary objective of saving lives and preserving livelihoods, especially women and children.	72040.01 	322
2407941	African Development Bank (AFDB)		Telecommunication Development Project		The project involves the installation of a new automatic telephone exchange system at Port Gentil andt he improvement of and extension of telephone net-works in eight centres in the interior linking them tothe capital centre, Libreville. The project is co-financed with CCCE.	22020.02 	315
635702	African Development Bank (AFDB)		Caisse Nationale de Credit Agricole		The ADB line of credit will be used to finance every foreign exchange cost incurred on farm inputs for the grain and sugar cane sub-programmes and total foreign exchange expenditure involving seeds for the sugar beet sub-programme.	31120.06|31150.01|31120.07|31150.02 	269
2410926	African Development Bank (AFDB)		lntegrated Rural Development of the Poorest Areas		The lntegrated Rural Development Project is aimed at improving living conditions and reducing poverty in the most disadvantaged rural areas of the country, and at strengthening food security. To this end, the project seeks to increase agricultural production and to develop small trades. The project will involve about 20,000 farms, affecting about 197,000 beneficiaries; and will undertake activities in many sub-sectors -  livestock; fisheries; market gardening; preservation of natural resources; construction of rural infrastructure- and will also involve training. The project will be cofinanced by the Arab Fund for Economic and Social Development (AFESD) (UA 49.68 million) and IsDB (UA 8.71 million). The ADB loan will be used to  finance 28.9 per cent of the total cost of the project.	31320.01|31120.06|41030.02|43040.05|31181.01|31120.08 	846
2411144	African Development Bank (AFDB)		South Africa Infrastructure Fund (S.A.I.F.)		The project involves the establishment of a private equity fund (SAlF) with the principal objective of investing in infrastructure projects in South Africa and in the SADC countries. SAlF will channel its investments towards the following sectors: water (water supply, hygiene, sewerage), energy, telecommunications and transport. Through SAIF, the Bank will be able to  contribute to the development of basic infrastructure in South Africa. This will benefit the poorest segment of the population, as well as promote the private sector in the Southern African region. The Fund will support the Reconstruction and Development Program (RDP) of the South African Government which emphasizes infrastructure development. SAIF will also foster the integration of the region's economies. Other economic benefits include: shifting the burden of infrastructure  financing from the public to the private sector; enhancing an equity culture in the South African market; filling a gap in the capital markets by making available specialized funding to private infrastructure projects; and, making equity capital available to SADC countries. SAIF is sponsored by the Standard Bank of South Africa (SBSA), a subsidiary of the Standard Bank investment Corporation (STANBIC). The equity participation was approved by the Board on 11 June 1997 and the ADB  investment represents 11.3 per cent of the Fund's total capitalization.	14020.01|25010.07|23005.01|14081.01|43010.01|22020.01|14020.03|15110.01 	1457
7	African Development Bank (AFDB)		Moyen Cheliff Irrigated Agricultural Development, Phase I		The project is intended to contribute to the solution of the problem of food shortages by increasing the production of fruits, vegetables and livestock, and also to intensify irrigation by rehabilitating the irrigation infrastructure, extending command areas, and developing land for farming.  The ADB loan will be used to finance the entire foreign exchange cost of the project.	31120.06|31120.08|31140.02 	439
1964532	African Development Bank (AFDB)		Road Project		The project aims at upgrading to bituminous standard the road between Junction MR7 and Lomohasha to provide an improved access to the sugar-growing areas. It will, upon completion, provide an international link between Swaziland and Mozambique. SIDA co-financed the project and the ADB loan will be used to finance 68.8 per cent of the foreign exchange cost.	21020.02|21020.03 	373
2411966	African Development Bank (AFDB)		Deveiopment Bank of Zambia		The purpose of establishing the Development Bank of Zambia (DBZ) is to help in domestic resource  mobilization and in financing suitable projects, especially in the manufacturing sector. The ADB line of  credit is to be used to meet part of the foreign exchange costs of DBZ commitments between 1973 and 1976.      U.A. 200,000 for the acquisition of 15 shares: also a line of credit in the amount of U.A. 1.8 million	32191.03|32105.01 	446
635693	African Development Bank (AFDB)		Bauchi Township Water Supply		The project, through, among other things, the construction of a treatment plant at Gubi dam, will increase the water supply to Bauchi township from the existing 11,400 m^3 a day to 50,000 m^3 a day, which will meet the demand up to the year 2000. Provisions will be made to increase supply further to 70,000 m^3 a day at a later stage, with minimum capital injection, to meet demand up to the year 2006/2007. The project will also strengthen BSUUB and improve its operations by providing for technical assistance and the training of staff and through the acquisition of operational facilities. The ADB loan will be used to finance 100 per cent of the foreign exchange cost of the project.	14020.05|14081.01 	719
2411267	African Development Bank (AFDB)		Line of Credit to Société Tunisienne de Banque (STB)		Objective: Finance SMEs and contribute to economic growth. The major components consist of a line of  credit to finance projects generated by SME promoters and an institutional support financed under the  Bank’s Technical Assistance Fund for Middle Income Countries (TAF-MICs).  Expected Outcomes: Increase in the number of small and medium-scale enterprises. (About 70 industrial  and hotel enterprises are expected to be established and operational by 2010.) Increased employment  opportunities resulting from the establishment of various SMEs (about 5,000 jobs are expected to  be created).	25010.08|25010.03 	652
3297666	African Development Bank (AFDB)		Tenth Drinking Water Supply Project	<br>	"<b><font face=""FrutigerLTStd-BoldCn"" size=""2""><font face=""FrutigerLTStd-BoldCn"" size=""2"">  </font></font></b><p align=""left""><b><font face=""FrutigerLTStd-BoldCn"" size=""2""><font face=""FrutigerLTStd-BoldCn"" size=""2"">Objective: </font></font></b><font face=""FrutigerLTStd-BoldCn"" size=""2""><font face=""FrutigerLTStd-BoldCn"" size=""2""></font></font><font face=""FrutigerLTStd-LightCn"" size=""2""><font face=""FrutigerLTStd-LightCn"" size=""2"">To improve the drinking water supply to 5 Moroccan towns and to linked urban and rural areas that are witnessing significant tourism development, hence increasing demand.</font></font></p><font face=""FrutigerLTStd-LightCn"" size=""2""><font face=""FrutigerLTStd-LightCn"" size=""2""></font></font><b><font face=""FrutigerLTStd-BoldCn"" size=""2""><font face=""FrutigerLTStd-BoldCn"" size=""2"">  </font></font></b><p align=""left""><b><font face=""FrutigerLTStd-BoldCn"" size=""2""><font face=""FrutigerLTStd-BoldCn"" size=""2"">Expected Outcomes: </font></font></b></p>  <p align=""left""><b><font face=""FrutigerLTStd-BoldCn"" size=""2""><font face=""FrutigerLTStd-BoldCn"" size=""2""></font></font></b><font face=""FrutigerLTStd-BoldCn"" size=""2""><font face=""FrutigerLTStd-BoldCn"" size=""2""></font></font><font face=""FrutigerLTStd-LightCn"" size=""2""><font face=""FrutigerLTStd-LightCn"" size=""2"">(i) Increased rate of access to safe drinking water in both urban and rural areas; </font></font></p>  <p align=""left""><font face=""FrutigerLTStd-LightCn"" size=""2""><font face=""FrutigerLTStd-LightCn"" size=""2"">(ii) decrease in prevalence of waterborne diseases; and </font></font></p>  <p align=""left""><font face=""FrutigerLTStd-LightCn"" size=""2""><font face=""FrutigerLTStd-LightCn"" size=""2"">(iii) improved health indicators – decrease in maternal mortality and infant mortality rates.</font></font></p><font face=""FrutigerLTStd-LightCn"" size=""2""><font face=""FrutigerLTStd-LightCn"" size=""2""></font></font><br>"	43040.05|14020.01|12250.01|43030.05 	2053
2410475	African Development Bank (AFDB)		Lilongwe International Airport		The Lilongwe International Airport is to replace Chileka (Blantyre) airport. The ADB loan will be used to finance the first phase of the project and it is expected that the Bank's participation will also serve as a catalyst for the required additional external financing.	21050.02 	304
2411275	African Development Bank (AFDB)		Abu Qir 1300 MW Steam Power Project		Objective: Contribute to economic growth and improved standards of living by ensuring adequate availability  of power supply at minimum cost.  Expected Outcomes: Increased electricity generation capacity to support higher coverage to at least  99.3 percent of the population and meet energy demand by households, industry and agriculture.	23020.01 	376
92261407	African Development Bank (AFDB)		Guma Valley Water Supply - Freetown, Sierra Leone	<br>	"A loan not exceeding $1,500,000 was granted in November to the Guma Valley Water Company to cover the foreign exchange cost of the procurement and construction associated with:<div>(i) increasing the present capacity of the treatment works from 6 million gallons per day (m.g.d.) to 12 m.g.d.;</div><div>(ii) increasing the capacity of the 10.5 mile long 22"" and 18"" trunk main from 6 m.g.d. to 12 m.g.d. by laying a second main of 32"" and 28"" parallel to it; and</div><div>(iii) increasing the storage capacity of fully treated water at Wilberforce from 2 million to 4 million gallons by the construction of a reinforced concrete reservoir.</div>"	14020.05|14020.04 	709
635766	African Development Bank (AFDB)		Rural Roads Project		The primary objective of the project is to assist in integrating the remote rural population into the mainstream of the country's economic and social life. This will be achieved by providing durable, all-weather road links between rural centres of population, activity points, and the established road network. The project involves the construction of the following two-lane bituminous roads: Molepolole-Letlhakeng, Sefophe-Bobonong, Tsabong-Mako-pong, Mopipi-Rakops, Ramokgwebana-Kabeka-mate. Co-financing was provided by the Norwegian Agency for Development (UA 9.53 million) and the ADB loan will be used to finance 67.7 per cent of the foreign exchange cost of the project.	21020.02|21020.03 	699
2402802	African Development Bank (AFDB)		Eighth Drinking Water Supply and Sanitation Project		The project’s specific objectives are (i) to ensure a sustainable supply of drinking water to several towns and cities and new tourist and port complexes, (ii) to improve drinking water access in rural areas that are not on the supply network, and (iii) to improve the sanitary conditions and protect and preserve water resources. The ADB loan finances 72.6 percent of the total cost with the National Drinking Water Authority financing the rest. The expected duration of the project is 4 years.	14020.05|14020.01|14020.04 	551
1964748	African Development Bank (AFDB)		Uganda Development Bank (UDB)		The Line of Credit will be used to finance a number of subsidiary projects which will be selected on the basis of their contribution to the rehabilitation of Uganda's industrial infrastructure. It will be used for the procurement of equipment, spare parts and raw materials, and the payment for technical assistance services.	32120.02|32191.03|32120.03|24030.02 	357
