aiddata_id	donor	sector	title	short_description	long_description	aiddata_activity_code	codeRule_characterLength
97449787	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
97969606	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Assistance for HIV/AIDS	HIV/AIDS - ASSISTANCE FOR HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS [through ABT Associates]	13040.04|13040.05 	229
96866614	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through IAP Worldwide Services, Inc.]	13040.05|13040.04 	165
26752561	United Nations Children s Fund (UNICEF)	I.3. Population Pol./Progr. & Reproductive Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
37034316	Ireland	I.3. Population Pol./Progr. & Reproductive Health	IMRS - Support to NGOs - Irish - IMRS - GENERAL - Personnel Support	SUPPORT TO NGOS - IRISH - IMRS	Irish missionaries continue to carry out development work in some 90 countries.  The role and work of missionaries continues to have a strong resonance with the Irish people and enjoys considerable support.  Irish Aid is strongly supportive of this valuab	92020.01 	355
96824321	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
96966161	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
96972643	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Futures Group Global]	13040.04|13040.01|13040.05 	157
97546336	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Jhpiego]	13020.05|13030.02|13020.03|13030.03|13020.01|13020.02 	417
26275694	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
28056305	Germany	I.2.b. Basic Health	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
22986719	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES		99810.01 	27
23141936	Japan	I.2.b. Basic Health		TC AGGREGATED ACTIVITIES		99810.01 	27
97557315	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through U.S. G	13020.03|12220.05|12250.06|12250.01|13020.05|13020.04 	553
17994236	Ireland	I.2.b. Basic Health	NGO LOCAL FUNDING  ETHIOPIA	NGO LOCAL FUNDING  ETHIOPIA		92030.01 	57
26751186	United Nations Children s Fund (UNICEF)	I.3. Population Pol./Progr. & Reproductive Health	ADOLESCENT/YOUTH PARTICIPATION	ADOLESCENT/YOUTH PARTICIPATION		15150.03 	63
19488530	Norway	I.3. Population Pol./Progr. & Reproductive Health	FREDSKORPSET PERSONELL EXCHANGE	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH PARTICIPANTS WORK IN HOST COUNTRIES TOGETHER WITH THE HOST PARTNERS STAFF RESPONSIBILITY AND SPECIFIC TASKS WILL VARY IN RELATION TO THE OBJECTIVES ESTABL FOR THE PROJECT BY THE PARTNERS	99810.01 	347
97886609	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Macro International]	13040.04|13040.05 	156
97757013	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Assistance for HIV/AIDS	HIV/AIDS - ASSISTANCE FOR HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS [through U.S. Direct Hire]	13040.04|13040.05 	231
97444141	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Assistance for HIV/AIDS	HIV/AIDS - ASSISTANCE FOR HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS [through Partnership for Supply Chain Management]	13040.04|13040.05 	254
96955489	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
20061608	Spain	I.2.b. Basic Health	VARIOUS COOPERATION FOR DEVELOPMENT PROJECTS	VARIOUS COOPERATION FOR DEVELOPMENT PROJECTS	DIVERSOS PROYECTOS DE COOPERACI&Oacute;N PARA EL DESARROLLO	51010.05 	150
97472066	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through Macro	12250.06|13020.05|13020.03|13020.04|14005.01 	552
97997957	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Family Health International]	13030.03|13020.05|13030.02|13020.01 	437
17338996	Germany	I.2.a. Health, General		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
97459884	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
37520164	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
96871623	United States	I.2.b. Basic Health	Malaria	MALARIA	Support the implementation of the President s Malaria Initiative (PMI), related malaria control programs, and malaria research activities to reduce malaria-related mortality. Develop effective malaria vaccines, new malaria treatment drugs, and targeted operations research. [through Equip Liberia]	12250.03 	314
98052662	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
31062846	Austria	I.3. Population Pol./Progr. & Reproductive Health	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
96859290	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Centers for Disease Control and Prevention]	13030.02|13030.03|13020.05|13020.01 	452
37487480	Spain	I.2.a. Health, General	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
96884294	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.05|13040.04 	153
37359835	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
19477939	Norway	I.2.a. Health, General	FREDSKORPSET PERSONELL EXCHANGE	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH PARTICIPANTS WORK IN HOST COUNTRIES TOGETHER WITH THE HOST PARTNERS STAFF RESPONSIBILITY AND SPECIFIC TASKS WILL VARY IN RELATION TO THE OBJECTIVES ESTABL FOR THE PROJECT BY THE PARTNERS	99810.01 	347
97756712	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.04|13040.05 	153
50118617	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
97002912	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through John Snow International]	13020.01|13030.02|13030.03|13020.05 	433
26747378	United Nations Children s Fund (UNICEF)	I.2.b. Basic Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
17399215	Germany	I.2.b. Basic Health		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
37311494	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
23077261	Japan	I.2.b. Basic Health		TC AGGREGATED ACTIVITIES		99810.01 	27
97426869	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through USAID/M/CIO]	13030.02 	421
50073713	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
96898657	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through John Snow International]	13020.05|13030.03|13030.02|13020.01 	433
97573285	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
26736434	United Nations Children s Fund (UNICEF)	I.3. Population Pol./Progr. & Reproductive Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
24028517	Germany	I.2.b. Basic Health	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
23006162	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES		99810.01 	27
23103064	Japan	I.2.b. Basic Health		TC AGGREGATED ACTIVITIES		99810.01 	27
96874109	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.04|13040.05 	153
97920677	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Government - U.S. Agency for International Development]	13040.05|13040.04 	196
37059301	Ireland	I.3. Population Pol./Progr. & Reproductive Health	IMRS - Support to NGOs - Irish - IMRS - GENERAL - Personnel Support	SUPPORT TO NGOS - IRISH - IMRS	Irish missionaries continue to carry out development work in some 90 countries.  The role and work of missionaries continues to have a strong resonance with the Irish people and enjoys considerable support.  Irish Aid is strongly supportive of this valuab	92020.01 	355
97586320	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through University of North Carolina at Chapel Hill]	13040.05|13040.04 	180
97533660	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Jhpiego]	13020.02|13020.05|13030.03|13020.03|13030.02|13020.01 	417
97441721	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
97573025	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
96917293	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through World	13020.03|14005.01|12240.02|14081.01|12240.03|12250.06|12220.05 	552
97767398	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.04|13040.05 	153
26796851	United Nations Children s Fund (UNICEF)	I.2.b. Basic Health	GROWTH MONITORING/PROMOTION	GROWTH MONITORING/PROMOTION		15110.03 	57
37295061	Spain	I.3. Population Pol./Progr. & Reproductive Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
21590807	Germany	I.2.b. Basic Health	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
96983235	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
17308814	Germany	I.2.b. Basic Health		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
23090221	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES		99810.01 	27
97513133	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
18053199	Ireland	I.2.b. Basic Health	NGO PROJECT	NGO PROJECT		92005.01 	25
97762386	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.04|13040.05 	153
98018510	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Personal Service Contractors - USAID]	13040.04|13040.05 	173
24014584	Germany	I.3. Population Pol./Progr. & Reproductive Health	DEVELOPMENT WORKER	DEVELOPMENT EXPERT		99810.01 	39
21512947	Germany	I.2.a. Health, General	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
21163881	Austria	I.2.a. Health, General	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
96444303	Japan	I.2.a. Health, General	TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES		99810.01 	51
13500499	Austria	I.2.b. Basic Health	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
18529589	United States	I.2.b. Basic Health	OTHER PROGRAM ACTIVITY	OTHER PROGRAM ACTIVITY	OTHER PROGRAM ACTIVITY	99810.01 	69
37289864	Spain	I.3. Population Pol./Progr. & Reproductive Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
97486655	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
21870924	Norway	I.2.a. Health, General	FREDSKORPSET PERSONELL EXCHANGE	FREDSKORPSET PERSONELL EXCHANGE	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH. PARTICIPANTS WORK IN HOST COUNTRIES TOGETHER WITH THE HOST PARTNERS STAFF. RESPONSIBILITY AND SPECIFIC TASKS WILL VARY IN RELATION TO THE OBJECTIVES ESTABL FOR THE PROJECT BY THE PARTNERS	99810.01 	317
31074598	Austria	I.2.a. Health, General	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
97438012	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Government of Honduras]	13030.01|13030.02|13020.01 	432
37566946	Spain	I.2.a. Health, General	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
96815152	United States	I.2.b. Basic Health	Malaria	MALARIA	Support the implementation of the President s Malaria Initiative (PMI), related malaria control programs, and malaria research activities to reduce malaria-related mortality. Develop effective malaria vaccines, new malaria treatment drugs, and targeted operations research. [through USAID/Angola]	12250.03 	313
19955941	Spain	I.2.b. Basic Health	VARIOUS COOPERATION FOR DEVELOPMENT PROJECTS	VARIOUS COOPERATION FOR DEVELOPMENT PROJECTS	DIVERSOS PROYECTOS DE COOPERACI&Oacute;N PARA EL DESARROLLO	51010.05 	150
96821313	United States	I.2.b. Basic Health	Malaria	MALARIA	Support the implementation of the President s Malaria Initiative (PMI), related malaria control programs, and malaria research activities to reduce malaria-related mortality. Develop effective malaria vaccines, new malaria treatment drugs, and targeted operations research. [through University of North Carolina at Chapel Hill]	12250.03 	344
17574115	Norway	I.3. Population Pol./Progr. & Reproductive Health	PEACE CORPS PERSONELL EXCHANGE	PEACE CORPS PERSONNEL EXCHANGE		15150.01 	63
96939057	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Government of Cambodia]	13040.05|13040.04 	159
97607549	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
95772507	Norway	I.2.a. Health, General	Fredskorpset personnel exchange	FREDSKORPSET PERSONNEL EXCHANGE	Feasibility study on establishing exchange of personnel for Fredskorpset exchange programme. The results of the feasibility study will constitute parts of the basis for assessing an application for a collaboration agreement.	72010.01|74010.09 	289
96891053	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.05|13040.04 	153
97632157	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through EngenderHealth]	13030.03|13020.01|13030.02|13020.05 	424
9289377	Belgium	I.2.a. Health, General		ALLOCATIONS DE VOLONTARIAT CT		99810.01 	32
24058093	Germany	I.2.a. Health, General	DEVELOPMENT WORKER	DEVELOPMENT EXPERT		99810.01 	39
96891155	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Personal Service Contractors - USAID]	13040.04|13040.05 	173
23452703	United Nations Children s Fund (UNICEF)	I.3. Population Pol./Progr. & Reproductive Health	PROJECT SUPPORT / OTHER MULTISECTOR	PROJECT SUPPORT		43010.01 	53
97634158	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Academy for Educational Development Inc.]	13040.04|13040.05 	177
96916856	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through Center	12240.02|13020.03|12250.06|14081.01|12240.03|14005.01|12220.05 	553
97589106	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Palliative Care: Basic Health Care and Support - Assistance for HIV/AIDS	HIV/AIDS - PALLIATIVE CARE: BASIC HEALTH CARE AND SUPPORT - ASSISTANCE FOR HIV/AIDS	HIV/AIDS - Basic health care and support, which includes: all clinic-based and home/community-based activities for HIV-infected adults, children, and their families that are aimed at optimizing the quality of life for HIV-infected clients and their families throughout the continuum of illness by the means of symptom diagnosis and relief, psychological and spiritual support, clinical monitoring, related laboratory services and management of opportunistic infections (excluding TB) and other HIV/AI	13040.02|13040.05 	669
24044258	Germany	I.2.a. Health, General	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
97029044	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Assistance for HIV/AIDS	HIV/AIDS - ASSISTANCE FOR HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS [through EngenderHealth]	13040.05|13040.04 	229
50118423	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
96900272	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Population Council]	13020.01|13030.03|13030.02|13020.05 	428
